author.name,paper.ID,species,red.list,published.year,title,year,locality,country,lat,lon,protected,mean.temp,egg.diameter,egg.volume,egg.mass,hatchling.length,hatchling.mass,clutch.size,clutch.mass,clutch.freq,pred.freq,tot.clutch,pred.clutch,length,mass,pred.mass,notes,og.author,og.title
Tiwari,58,Caretta_caretta,Vulnerable,2000,"Variation in Morphology and Reproduction in Loggerheads, Caretta caretta, Nesting in the United States, Brazil, and Greece",1995,Busca Vida,Brazil,-12.760707,-38.159714,,,41.45,37.28823785,36.9,,,130.5,4800,,3.138834775,,409.6179382,92.9,,98.48171379,,,
Tiwari,58,Caretta_caretta,Vulnerable,2000,"Variation in Morphology and Reproduction in Loggerheads, Caretta caretta, Nesting in the United States, Brazil, and Greece",1995,Vounaki beach,Greece,37.5579,21.5272,,,37.61,27.85532666,27.6,,,116.4,3200,,2.743196791,,319.3081064,79.4,,72.05218022,,,
Ekanayake,59,Chelonia_mydas,Endangered,2016,"Reproductive Output and Morphometrics of Green Turtle, Chelonia mydas Nesting at the Kosgoda Rookery in Sri Lanka",2003-2008,Kosgoda Rookery,Sri Lanka,6.3306,80.0255,,,41.8,38.24081159,46.5,46.5,,113.7,,,3.186010196,,362.2493593,105,,124.2698954,,,
Turkozan,60,Caretta_caretta,Vulnerable,2008,"Loggerhead turtle, Caretta caretta, nesting on Dalyan Beach, Turkey: results of 2004-2005 nesting seasons and nesting trend in the last 19 years",2004,Dalyan Beach,Turkey,36.797214,28.610489,,,,,,,,73.4,,1.3,2.651044553,95.42,95.42,76.3,,66.56227504,,,
Turkozan,60,Caretta_caretta,Vulnerable,2008,"Loggerhead turtle, Caretta caretta, nesting on Dalyan Beach, Turkey: results of 2004-2005 nesting seasons and nesting trend in the last 19 years",2005,Dalyan Beach,Turkey,36.797214,28.610489,,,,,,,,82.1,,1.4,2.654025398,114.94,114.94,76.4,,66.73599045,,,
Reina,61,Dermochelys_coriacea,Vulnerable,2002,"Nesting Ecology of the Leatherback Turtle, Dermochelys coriacea, at Parque Nacional Marino Las Baulas, Costa Rica: 1988–1989 to 1999–2000",1999-2000,Parque Nacional Marino Las Baulas,Costa Rica,10.332161,-85.84707,,,,,,,,64.1,,5.6,5.6,358.96,358.96,146,,334.0290896,,,
Barrientos-Munoz,62,Lepidochelys_olivacea,Vulnerable,2014,"NESTING ECOLOGY OF THE OLIVE RIDLEY SEA TURTLE (Lepidochelys olivacea) (CHELONIIDAE) AT EL VALLE BEACH, NORTHERN PACIFIC, COLOMBIA",2008,El Valle beach,Colombia,6.0699,-77.4132,,,,,,,,87.3,,,2.011471022,,175.6014202,64.9,,32.4143157,,,
Pinchney,63,Caretta_caretta,Vulnerable,1990,"Correlation Analysis of Adult Female, Egg and Hatchling Sizes in the Loggerhead Turtle, Caretta Caretta (L.), Nesting at Kiawah Island, South Carolina, USA",1981-1982,Kiawah Island,USA,32.602519,-80.06995,,,42.11,39.09794936,,45.18,,120.6,,,7.8,,940.68,101.2,,116.765232,,,
Tucker,64,Dermochelys_coriacea,Vulnerable,1991,"Reproductive Variation in Leatherback Turtles, Dermochelys coriacea, at Culebra National Wildlife Refuge, Puerto Rico",1984-1987,Isla de Culebra,Puerto Rico,18.33333333,-65.3,,,,,,,,69,,6.2,6.2,427.8,427.8,147,,341.5130353,Neophytes,,
Tucker,64,Dermochelys_coriacea,Vulnerable,1991,"Reproductive Variation in Leatherback Turtles, Dermochelys coriacea, at Culebra National Wildlife Refuge, Puerto Rico",1984-1987,Isla de Culebra,Puerto Rico,18.33333333,-65.3,,,,,,,,74.1,,7.8,7.8,577.98,577.98,149.25,,358.7747109,Remigrant,,
Hirth,65,Dermochelys_coriacea,Vulnerable,1993,"Observations on a leatherback turtle Dermochelys coriacea nesting population near Piguwa, Papua New Guinea",1989,Piguwa,Papua New Guinea,-6.834988,146.952057,,,52.2,74.47487183,81.05,,,,,,7.453464068,,,161.35,,462.0801764,,,
Sumkiss,66,Dermochelys_coriacea,Vulnerable,1962,The source of calcium for the ossification of the embryos of the giant leathery turtle,1961,Dungun,Malaysia,4.80684,103.427884,,,,,71.8,,39.7,,,,,,,,,,,,
Limpus,67,Chelonia_mydas,Endangered,2003,"The green turtle, population of raine iusland and the northern great barrier reef: 1843-2001",1976-2000,Raine Island,Australia,-11.588809,144.036857,,27,43.4,42.80233325,,48.6,23.8,103.88,,5.1,5.1,529.788,529.788,105.6,,126.0527952,,,
Mortimer,68,Chelonia_mydas,Endangered,1987,Reproduction and migrations of the Ascension Island green turtle (Chelonia mydas),1960-1978,Ascension island,,-7.91879,-14.41108,,29,,,,,,120.9,,3,3,362.7,362.7,,,,,,
Olendo,69,Chelonia_mydas,Endangered,2019,"The value of long-term, community-based monitoring of marine turtle nesting: a study in the Lamu archipelago, Kenya",1999-2013,Lamu archipelago,Kenya,-2.184392,41.108945,,,,,,,,117.7,,,3.18361573,,374.7115714,99.9,,109.7252062,,,
Ross,70,Eretmochelys_imbricata,Critically endangered,1981,Hawksbill turtle Eretmochelys imbricata in the sultanate of Oman,1979,Masirah island,Oman,20.602653,58.937823,,,,,,,,108,,,1.99190766,,215.1260273,73,,48.46557531,,,
Silva,71,Lepidochelys_olivacea,Vulnerable,2007,"Nesting biology and conservation of the olive ridley sea turtle (Lepidochelys olivacea) in Brazil, 1991/1992 to 2002/2003",1991-2003,State of Bahia,Brazil,-12.703974,-38.062435,,,,,,,,100.1,,,2.266021205,,226.8287226,73.1,,40.11276764,,,
Whiting,72,Lepidochelys_olivacea,Vulnerable,2008,"Insights into size, seasonality and biology of a nesting population of the Olive Ridley turtle in northern Australia",2005,Tiwi Island,Australia,-11.187883,130.370976,,31.2,38.2,29.18692514,31.9,,,112.9,,,2.157366199,,243.5666438,69.6,37.3,37.3,sand temp,,
James,73,Lepidochelys_olivacea,Vulnerable,1991,"Observations on mass nesting of the olive ridley Lepidochelys olivacea at Gahirmatha, Orissa during the 1987 season",1987,Gahirmatha,India,20.740017,87.04177,,25,36.7,25.88191748,31,41.55,17.35,119,,,2.19461844,,261.1595944,70.8,,37.88054077,first Arribada,,
James,73,Lepidochelys_olivacea,Vulnerable,1991,"Observations on mass nesting of the olive ridley Lepidochelys olivacea at Gahirmatha, Orissa during the 1987 season",1987,Gahirmatha,India,20.740017,87.04177,,30,38,28.73088775,33.2,40.49,16.67,120,,,2.228767161,,267.4520594,71.9,,38.94108504,second Arribada,,
Broderick,74,Chelonia_mydas,Endangered,1996,"Population and nesting ecology of the Green Turtle, Chelonia mydas, and the Loggerhead Turtle, Caretta caretta, in northern Cyprus",1992-1995,,Cyprus,35.570315,34.51285,,,,,,,,115.5,,,3.179657918,,367.2504895,92,,89.30221963,,,
Broderick,74,Caretta_caretta,Vulnerable,1996,"Population and nesting ecology of the Green Turtle, Chelonia mydas, and the Loggerhead Turtle, Caretta caretta, in northern Cyprus",1992-1995,,Cyprus,35.570315,34.51285,,,,,,,,70,,,2.564355267,,179.5048687,73.4,,61.62252448,,,
Limpus,75,Natator_depressus,Data deficient,2018,"FLATBACK TURTLE, Natator depressus, 2017-2018 BREEDING SEASON, AT CURTIS, PEAK AND AVOID ISLANDS",2017-2018,Curtis Island,Australia,-23.607875,151.227658,,29.3,5.1,75.2,75.2,,,51.4,,,2.918103721,,149.9905313,94.1,,76.00242736,,,
Limpus,75,Natator_depressus,Data deficient,2018,"FLATBACK TURTLE, Natator depressus, 2017-2018 BREEDING SEASON, AT CURTIS, PEAK AND AVOID ISLANDS",2017-2018,Peak Island,Australia,-22.655754,150.958936,,29.3,5.1,75.1,75.1,,,52,,,2.911892294,,151.4183993,93.9,,75.65083429,,,
Limpus,75,Natator_depressus,Data deficient,2018,"FLATBACK TURTLE, Natator depressus, 2017-2018 BREEDING SEASON, AT CURTIS, PEAK AND AVOID ISLANDS",2017-2018,Avoid Island,Australia,-21.966911,149.661741,,29.3,5.2,78.8,78.8,,,49.7,,,2.88083546,,143.1775224,92.9,,73.90609265,,,
