author,study_ID,species,red_list,sample_year,location,pop_ID,population_level,country,lat,lon,MPA,MPA2,air_temp,sand_temp,temp,egg_diameter_mm,egg_volume_cm3,egg_mass_g,hatchling_length_mm,hatchling_mass_g,clutch_size,clutch_mass_g,clutch_freq,pred_freq,total_clutch,pred_clutch,adult_length_cm,adult_mass_kg,pred_mass_kg,pub_year,notes,title,orig_author,orig_title,link
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,,,,,,146.1042786,,,3.234184532,,472.5281979,96.19731791,,105.5598159,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,,,,,,149.5582041,,,3.320369828,,496.5885484,99.19160676,,112.1991142,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,39.97686505,33.45218255,,,,,,,,,,71.98572811,,59.28224833,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,38.24616607,29.29287342,,,,,,,,,,79.98561276,,73.11356499,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,39.71775046,32.80591718,,,,,,,,,,76.14806365,,66.29876929,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,40.32571568,34.33558939,,,,,,,,,,74.41287867,,63.32629167,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,42.20800943,39.37158224,,,,,,,,,,75.16405945,,64.60478406,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,40.99126191,36.06385267,,,,,,,,,,79.53050801,,72.28804879,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,41.59768907,37.68824102,,,,,,,,,,79.4820592,,72.20044197,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,41.53328292,37.5134526,,,,,,,,,,80.11413667,,73.34753942,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,41.85151659,38.38237607,,,,,,,,,,81.11787928,,75.18761986,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,40.98914708,36.05827112,,,,,,,,,,81.84977025,,76.5436348,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,40.35003621,34.39775048,,,,,,,,,,82.74136285,,78.21182863,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Vounaki beach,CC_7,within population,Greece,,,,,,,,40.44429028,34.63936419,,,,,,,,,,84.37606142,,81.31686605,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.30342025,45.53129698,,,,,,,,,,87.19685852,,86.81624462,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.154155,42.07906748,,,,,,,,,,87.55775726,,87.53276317,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,42.64332772,40.6023826,,,,,,,,,,87.76501048,,87.94556245,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.50372658,43.10996178,,,,,,,,,,89.19425023,,90.81857358,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.0133042,44.64267151,,,,,,,,,,90.35747015,,93.1907511,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.07660487,44.83556618,,,,,,,,,,90.93773431,,94.38547046,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.90715581,47.41818267,,,,,,,,,,90.10019802,,92.66347021,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,45.00078505,47.7153953,,,,,,,,,,92.42013317,,97.47199181,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.66132939,43.58019009,,,,,,,,,,91.35650246,,95.25238552,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,42.63909806,40.59030213,,,,,,,,,,92.40353497,,97.43715898,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,42.12692497,39.14511139,,,,,,,,,,94.08668235,,101.0009259,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,42.19027371,39.3219715,,,,,,,,,,94.614236,,102.1310356,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,41.80710518,38.26031548,,,,,,,,,,94.82238642,,102.5786503,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,42.86096282,41.22721743,,,,,,,,,,94.09184125,,101.0119468,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.66060843,43.57803125,,,,,,,,,,92.14716004,,96.89991967,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.94760031,44.44303957,,,,,,,,,,92.41273127,,97.45645749,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.17066668,45.12322362,,,,,,,,,,92.78327491,,98.23562775,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.68101332,46.70542166,,,,,,,,,,93.10312674,,98.91068669,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.10568376,44.92436356,,,,,,,,,,94.04787844,,100.9180483,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.04122955,44.72769945,,,,,,,,,,94.73266641,,102.3855935,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.88218481,44.24487596,,,,,,,,,,94.15172935,,101.1399295,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.65758038,43.56896491,,,,,,,,,,95.46792189,,103.9730276,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.33776059,42.61845029,,,,,,,,,,96.20362597,,105.5735912,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.59216488,43.37341006,,,,,,,,,,97.20691998,,107.7759154,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,43.94365904,44.43108353,,,,,,,,,,96.73499273,,106.7371733,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.58233733,46.39666414,,,,,,,,,,96.31779468,,105.8230616,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1995,Busca Vida,CC_5,within population,Brazil,,,,,,,,44.3563871,45.69479679,,,,,,,,,,99.10988138,,112.0152287,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.63198775,46.55184981,,,,,,,,,,76.86784243,,67.55169679,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.91623996,47.44696479,,,,,,,,,,80.13791247,,73.39086341,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.84138143,50.4395665,,,,,,,,,,80.56610122,,74.17328244,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.82859313,44.08296997,,,,,,,,,,82.92394307,,78.55564827,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.49832095,46.13485159,,,,,,,,,,83.45575842,,79.56139333,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.92270301,44.36754841,,,,,,,,,,84.71677316,,81.97160586,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,42.93325152,41.43616918,,,,,,,,,,84.81524087,,82.16131609,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.64561558,49.79611491,,,,,,,,,,85.25599041,,83.01314843,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.43160772,45.92766221,,,,,,,,,,86.61794016,,85.67299542,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.44148333,42.92518677,,,,,,,,,,87.45435495,,87.32717156,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.9512532,44.45412269,,,,,,,,,,88.40673285,,89.2298485,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.30193026,45.52670327,,,,,,,,,,88.83088419,,90.08379152,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,42.89672266,41.33049384,,,,,,,,,,89.8752251,,92.20360661,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.27974699,42.44752719,,,,,,,,,,89.8252062,,92.10151842,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.04584372,44.7417592,,,,,,,,,,89.67245788,,91.79010856,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,42.95944656,41.51206031,,,,,,,,,,91.08801533,,94.69612187,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.37419332,42.72602477,,,,,,,,,,91.24906275,,95.02959259,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,42.79823892,41.04648309,,,,,,,,,,92.87905102,,98.43752548,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,42.73388084,40.86158978,,,,,,,,,,93.45841798,,99.66323799,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.53294967,43.19689589,,,,,,,,,,92.14626284,,96.89804216,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.13980941,45.0287215,,,,,,,,,,91.62341949,,95.80700279,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.26823719,45.4229086,,,,,,,,,,90.7809486,,94.06191421,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.22587012,48.43497157,,,,,,,,,,90.57683558,,93.64151755,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.83407566,50.41545458,,,,,,,,,,88.57809806,,89.57437058,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,46.53538173,52.76526186,,,,,,,,,,89.47911126,,91.39668289,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.96043668,50.83357979,,,,,,,,,,90.00217891,,92.46297097,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,46.24733243,51.79147956,,,,,,,,,,90.37317115,,93.22297859,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.16107946,48.22710556,,,,,,,,,,91.63059709,,95.82193899,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.80996982,47.11098771,,,,,,,,,,91.68084029,,95.92652479,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.25595837,48.53170557,,,,,,,,,,92.58005909,,97.80792817,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.29842157,45.51588704,,,,,,,,,,92.6787511,,98.01552503,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.96790908,47.61089417,,,,,,,,,,93.47411898,,99.69656014,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.94577387,44.4374987,,,,,,,,,,94.41573048,,101.7050689,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.32783691,45.60661859,,,,,,,,,,95.41992169,,103.8690233,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.56111535,43.2807949,,,,,,,,,,96.25790658,,105.6921634,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.16720605,45.11261868,,,,,,,,,,96.57843131,,106.3936772,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,44.9343602,47.50441153,,,,,,,,,,95.26605187,,103.5359754,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.5735672,49.56068799,,,,,,,,,,94.26903827,,101.3908558,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.989083,50.92869003,,,,,,,,,,93.58671759,,99.93568999,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.28340308,48.62005282,,,,,,,,,,97.48236041,,108.3844903,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,46.84664607,53.83116344,,,,,,,,,,98.12587717,,109.8129593,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.75962407,50.17017309,,,,,,,,,,100.2266712,,114.5410359,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,45.12248383,48.10356345,,,,,,,,,,98.95713306,,111.6719411,,,,,,
Tiwari,57,Caretta_caretta,Vulnerable,1996,Moulbourne beach,CC_14,within population,USA,,,,,,,,43.81273191,44.03512747,,,,,,,,,,100.3184099,,114.7497637,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,between population,Sri Lanka,6.3306,80.0255,no,no,29.5,,29.5,41.8,38.24081159,46.5,46.5,,113.7,,,3.186010196,,362.2493593,105,,124.2698954,2016,,"Reproductive Output and Morphometrics of Green Turtle, Chelonia mydas Nesting at the Kosgoda Rookery in Sri Lanka",,,https://www.researchgate.net/profile/Rupika_Rajakaruna_amarakoon/publication/311245960_Reproductive_output_and_morphometrics_of_green_turtle_Chelonia_mydas_nesting_at_the_Kosgoda_rookery_in_Sri_Lanka/links/584231b408ae2d2175615482.pdf
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,89.43386381,86.14792591,,75.77130198,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,259.0138273,90.30580299,,85.24753539,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,213.9316462,91.24352428,,87.47779229,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,106.2353248,91.26141404,,87.52067715,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,78.78945995,93.59155455,,93.21468525,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,159.7182364,92.88043681,,91.45412694,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,150.4304722,94.27732846,,94.9316116,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,60.52700235,94.98993701,,96.73567901,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,104.8265067,97.54071783,,103.3612026,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,69.0842682,96.84898066,,101.5384011,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,105.0873989,96.37788379,,100.3081338,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,194.5212627,97.7583765,,103.9387852,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,230.6809288,96.58957922,,100.8598622,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,176.2066267,99.38932578,,108.3283296,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,86.45969215,99.40423391,,108.3689566,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,122.5150013,98.70057024,,106.4613183,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,103.9916514,101.2617867,,113.5028197,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,68.14505609,101.0351832,,112.8688937,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,112.0793112,105.2139316,,124.9038455,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,94.12992434,105.2169133,,124.9126947,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,130.5504827,102.8852819,,118.1070482,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,192.9037308,104.9679475,,124.17508,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,66.84059483,106.8493534,,129.8142686,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,111.3488129,108.4698669,,134.7924148,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,129.1416645,109.1645857,,136.9610613,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,155.7526741,110.5555141,,141.3655889,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,74.98043308,110.5689315,,141.4084841,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,83.64205583,111.9628415,,145.9074491,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,101.4349074,112.6575603,,148.1813476,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,155.3352465,112.4160486,,147.3884579,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,181.8940777,114.0395438,,152.7676379,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,154.813462,114.7417167,,155.1300895,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,154.5525698,115.9045507,,159.0903747,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,154.1351422,117.7650852,,165.5518588,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,144.9517349,118.6968432,,168.8459342,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,225.7761544,118.4508591,,167.972514,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,262.0923559,116.5843614,,161.4334136,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,280.5635273,114.2557117,,153.4926148,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,208.9746935,113.337371,,150.4269052,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,182.5202191,111.2487421,,143.5920706,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,209.7051918,110.0814357,,139.8549677,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,138.4816071,107.5351273,,131.9072204,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,174.5890947,106.5988968,,129.0548887,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,174.5369163,106.8314636,,129.7599385,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,264.544743,105.6537214,,126.2131722,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,282.0767023,107.5112743,,131.8340848,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,191.9645187,109.1541501,,136.9283314,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,219.2016697,107.7542768,,132.5802935,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,246.3344639,106.8195371,,129.723726,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,210.9574746,104.4998323,,122.7952786,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,211.583616,101.7090306,,114.7602466,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,283.1202713,102.8599381,,118.0343281,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,301.0696582,102.8569565,,118.0257745,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,292.6689277,100.3002124,,110.827444,,,,,,
Ekanayake,58,Chelonia_mydas,Endangered,2003-2008,Kosgoda Rookery,CM_24,within population,Sri Lanka,,,,,,,,,,,,,,,,,,319.6451865,100.0631732,,110.1738086,,,,,,
